;Barri;Habitacions;Lavabo;Metres;Preu;TipusImmoble
1529;Tres Torres;3;2;150;2.500 €;Piso
1530;Poblenou;3;2;106;1.700 €;Piso
1531;Tres Torres;2;2;104;2.800 €;Ático
1532;Sant Gervasi - Galvany;2;2;75;1.700 €;Planta
1533;Esquerra Baixa de l´Eixample;3;2;80;1.600 €;Apartamento
1534;Esquerra Baixa de l´Eixample;4;2;128;1.500 €;Piso
1535;Sagrada Família;4;2;86;1.250 €;Piso
1536;Dreta de l´Eixample;3;2;123;3.025 €;Piso
1537;Esquerra Baixa de l´Eixample;3;2;115;2.150 €;Ático
1538;Gòtic;2;1;55;1.050 €;Apartamento
1539;Esquerra Baixa de l´Eixample;;1;74;1.295 €;Piso
1540;Sagrada Família;;1;40;1.050 €;Piso
1541;Raval;2;2;62;1.300 €;Piso
1542;Raval;2;2;62;1.300 €;Piso
1543;Vallcarca - Penitents;2;1;75;1.195 €;Piso
1544;Esquerra Alta de l´Eixample;2;2;80;1.590 €;Piso
1545;Sant Gervasi - Bonanova;2;2;101;2.489 €;Piso
1546;Barceloneta;2;2;75;2.000 €;Piso
1547;Camp d´en Grassot - Gràcia N.;;1;40;1.095 €;Piso
1548;Dreta de l´Eixample;4;2;190;4.350 €;Apartamento
1549;Dreta de l´Eixample;3;2;100;1.600 €;Piso
1550;Sant Gervasi - Bonanova;2;1;60;1.250 €;Piso
1551;Besòs - Maresme;3;1;50;850 €;Piso
1552;Guinardó;2;1;75;1.190 €;Piso
1553;Dreta de l´Eixample;3;2;104;2.200 €;Apartamento
1554;Dreta de l´Eixample;2;2;150;3.900 €;Piso
1555;Sant Gervasi - Galvany;;1;60;1.550 €;Ático
1556;Pedralbes;5;5;285;5.300 €;Piso
1557;Esquerra Baixa de l´Eixample;;2;65;1.450 €;Piso
1558;Dreta de l´Eixample;3;1;81;1.495 €;Piso
1559;St. Pere - Sta. Caterina - El Born;2;1;60;1.350 €;Piso
1560;Vila Olímpica;3;1;70;1.395 €;Piso
1561;Dreta de l´Eixample;2;1;49;950 €;Piso
1562;Les Corts;;1;89;1.345 €;Piso
1563;Esquerra Alta de l´Eixample;2;1;55;1.300 €;Piso
1564;Les Corts;2;1;50;1.095 €;Piso
1565;Dreta de l´Eixample;2;1;68;1.795 €;Piso
1566;Guinardó;2;1;75;1.190 €;Piso
1567;Dreta de l´Eixample;3;2;104;2.200 €;Apartamento
1568;Dreta de l´Eixample;2;2;150;3.900 €;Piso
1569;Gòtic;2;2;115;2.000 €;Piso
1570;Dreta de l´Eixample;3;2;87;2.450 €;Piso
1571;Dreta de l´Eixample;5;3;380;6.000 €;Ático
1572;Barceloneta;3;2;117;1.670 €;Dúplex
1573;Sants;4;3;360;6.000 €;Casa
1574;Sant Antoni;3;2;75;1.250 €;Piso
1575;Raval;3;1;88;1.390 €;Piso
1576;El Clot;2;;55;775 €;Piso
1577;Gòtic;2;2;110;1.650 €;Piso
1578;Esquerra Alta de l´Eixample;;1;69;1.300 €;Piso
1579;Esquerra Alta de l´Eixample;3;2;84;1.712 €;Piso
1580;Dreta de l´Eixample;4;2;100;1.600 €;Piso
1581;Raval;2;2;70;1.630 €;Piso
1582;Dreta de l´Eixample;3;2;115;3.200 €;Piso
1583;Raval;2;1;45;1.350 €;Apartamento
1584;Sant Gervasi - Galvany;5;5;290;5.186 €;Apartamento
1585;Esquerra Alta de l´Eixample;3;2;103;2.200 €;Piso
1586;Vila Olímpica;3;2;96;2.175 €;Piso
1587;Sant Gervasi - Bonanova;3;2;144;2.400 €;Piso
1588;Dreta de l´Eixample;3;1;90;1.900 €;Piso
1589;Dreta de l´Eixample;2;1;67;1.460 €;Piso
1590;Dreta de l´Eixample;2;2;72;1.610 €;Ático
1591;Vila de Gràcia;2;1;60;1.000 €;Piso
1592;Sant Gervasi - Galvany;3;2;140;1.850 €;Piso
1593;Sant Gervasi - Bonanova;3;1;65;890 €;Piso
1594;Sant Gervasi - Bonanova;4;3;117;1.550 €;Piso
1595;Badal;3;1;105;1.200 €;Piso
1596;Sant Gervasi - Bonanova;6;6;287;6.493 €;Casa
1597;Putget - Farró;;1;50;1.100 €;Piso
1598;Esquerra Alta de l´Eixample;3;2;100;1.350 €;Piso
1599;Putget - Farró;2;1;75;1.350 €;Ático
1600;Esquerra Alta de l´Eixample;4;3;180;2.850 €;Piso
1601;Diagonal Mar - La Mar Bella;4;2;137;3.550 €;Apartamento
1602;Raval;2;2;65;1.175 €;Piso
1603;Putget - Farró;2;1;53;950 €;Piso
1604;Sant Gervasi - Galvany;5;3;193;1.850 €;Piso
1605;Putget - Farró;2;1;53;950 €;Piso
1606;St. Pere - Sta. Caterina - El Born;;1;55;1.200 €;Piso
1607;Sant Andreu;2;1;60;700 €;Piso
1608;Poblenou;3;2;101;3.500 €;Piso
1609;Gòtic;3;3;225;3.500 €;Piso
1610;Esquerra Alta de l´Eixample;;1;55;1.200 €;Piso
1611;Vila de Gràcia;3;2;100;1.850 €;Piso
1612;Poble Sec;2;1;45;945 €;Piso
1613;Esquerra Alta de l´Eixample;;1;35;1.095 €;Piso
1614;Esquerra Alta de l´Eixample;2;1;65;1.195 €;Piso
1615;Poble Sec;2;2;64;1.390 €;Piso
1616;St. Pere - Sta. Caterina - El Born;2;2;65;1.195 €;Piso
1617;Dreta de l´Eixample;;1;70;1.395 €;Piso
1618;Esquerra Alta de l´Eixample;;1;69;1.695 €;Piso
1619;Poblenou;2;1;60;1.300 €;Piso
1620;Esquerra Alta de l´Eixample;;1;69;1.695 €;Piso
1621;Esquerra Alta de l´Eixample;2;1;80;1.280 €;Piso
1622;Sant Gervasi - Galvany;2;2;90;2.450 €;Apartamento
1623;El Clot;4;2;180;2.000 €;Piso
1624;Poblenou;;1;63;1.100 €;Piso
1625;Putget - Farró;3;2;122;1.290 €;Piso
1626;Dreta de l´Eixample;2;2;90;1.950 €;Piso
1627;St. Pere - Sta. Caterina - El Born;;1;75;1.400 €;Piso
1628;Dreta de l´Eixample;;1;70;1.000 €;Apartamento
1629;Gòtic;;1;54;1.600 €;Piso
1630;Sant Gervasi - Bonanova;5;3;244;4.700 €;Piso
1631;Dreta de l´Eixample;3;3;175;4.100 €;Piso
1632;Esquerra Baixa de l´Eixample;3;2;132;1.550 €;Piso
1633;Poblenou;3;2;93;1.450 €;Piso
1634;Esquerra Baixa de l´Eixample;3;2;80;950 €;Piso
1635;Vila de Gràcia;3;1;51;990 €;Piso
1636;Sant Gervasi - Galvany;3;2;104;1.860 €;Piso
1637;Dreta de l´Eixample;4;2;110;1.700 €;Piso
1638;Esquerra Alta de l´Eixample;2;2;130;3.500 €;Ático
1639;Sagrada Família;3;1;65;1.170 €;Ático
1640;Sant Gervasi - Bonanova;2;1;65;1.100 €;Piso
1641;Gòtic;2;1;65;1.450 €;Piso
1642;Sant Gervasi - Galvany;5;3;153;3.000 €;Piso
1643;Esquerra Baixa de l´Eixample;4;2;104;1.400 €;Piso
1644;Sant Gervasi - Galvany;2;2;86;1.800 €;Piso
1645;El Clot;;1;50;800 €;Apartamento
1646;Esquerra Baixa de l´Eixample;4;1;90;2.210 €;Apartamento
1647;Les Corts;4;2;110;1.500 €;Piso
1648;Vila de Gràcia;;1;44;950 €;Piso
1649;Esquerra Alta de l´Eixample;2;1;63;1.300 €;Piso
1650;El Clot;4;2;160;2.000 €;Piso
1651;Gòtic;2;1;75;1.200 €;Piso
1652;Sants;;1;54;995 €;Piso
1653;Vila de Gràcia;;1;69;1.275 €;Piso
1654;Les Corts;2;1;60;1.375 €;Piso
1655;Sarrià;3;2;180;3.800 €;Piso
1656;Gòtic;;1;80;1.500 €;Piso
1657;Poblenou;;;65;1.299 €;Piso
1658;Barceloneta;2;1;58;1.200 €;Piso
1659;St. Pere - Sta. Caterina - El Born;;1;130;1.800 €;Loft
1660;Sants;2;1;67;1.245 €;Piso
1661;Raval;2;1;70;1.050 €;Apartamento
1662;St. Pere - Sta. Caterina - El Born;;1;48;1.100 €;Piso
1663;Fort Pienc;2;2;80;1.550 €;Planta
1664;Dreta de l´Eixample;;1;40;1.500 €;Ático
1665;Sant Antoni;3;2;80;1.250 €;Piso
1666;Putget - Farró;;1;50;1.100 €;Piso
1667;Diagonal Mar - La Mar Bella;2;2;70;1.800 €;Piso
1668;Pedralbes;5;3;200;4.000 €;Piso
1669;La Marina-Montjuïc;2;;80;2.200 €;Casa
1670;La Sagrera;3;1;60;1.100 €;Piso
1671;Can Baró;3;1;88;1.380 €;Apartamento
1672;Taxonera;5;3;205;2.400 €;Dúplex
1673;Sant Ramon - Maternitat;2;1;67;1.250 €;Ático
1674;Putget - Farró;6;6;600;8.000 €;Casa
1675;Les Corts;3;2;150;1.990 €;Piso
1676;Sant Antoni;3;2;85;1.250 €;Piso
1677;Esquerra Baixa de l´Eixample;3;1;100;1.600 €;Piso
1678;Sant Gervasi - Galvany;5;4;140;4.500 €;Piso
1679;Pedralbes;3;2;120;1.600 €;Apartamento
1680;Pedralbes;3;2;120;1.600 €;Apartamento
1681;Vila Olímpica;4;3;140;2.400 €;Ático
1682;Putget - Farró;;1;85;1.250 €;Loft
1683;Vila de Gràcia;4;2;96;1.500 €;Piso
1684;Fort Pienc;3;1;75;950 €;Piso
1685;Raval;;1;45;950 €;Apartamento
1686;Sant Gervasi - Bonanova;5;4;370;5.500 €;Casa
1687;Vila de Gràcia;2;2;65;1.560 €;Piso
1688;Provençals del Poblenou;2;2;80;1.800 €;Piso
1689;Dreta de l´Eixample;3;2;135;2.400 €;Piso
1690;Gòtic;;2;110;1.800 €;Piso
1691;Dreta de l´Eixample;3;3;180;10.000 €;Piso
1692;Vallcarca - Penitents;2;1;80;1.400 €;Piso
1693;Sant Gervasi - Galvany;3;2;106;1.750 €;Piso
1694;Esquerra Alta de l´Eixample;2;1;77;1.387 €;Apartamento
1695;Esquerra Alta de l´Eixample;4;3;135;2.000 €;Piso
1696;Gòtic;3;2;120;1.400 €;Piso
1697;Provençals del Poblenou;2;2;80;1.800 €;Piso
1698;Font de la Guatlla;3;2;75;980 €;Piso
1699;Vila de Gràcia;;1;55;875 €;Piso
1700;Sant Gervasi - Galvany;5;5;286;5.207 €;Piso
1701;Sant Andreu;4;2;90;950 €;Piso
1702;Sant Gervasi - Bonanova;2;1;60;1.300 €;Piso
1703;Dreta de l´Eixample;;2;90;2.200 €;Piso
1704;St. Pere - Sta. Caterina - El Born;;1;90;1.800 €;Piso
1705;Dreta de l´Eixample;2;2;100;2.200 €;Piso
1706;Prosperitat;3;1;81;1.000 €;Apartamento
1707;Sagrada Família;2;1;65;1.200 €;Apartamento
1708;Vila de Gràcia;2;2;100;1.700 €;Piso
1709;Sant Gervasi - Galvany;5;3;210;3.200 €;Piso
1710;Putget - Farró;;1;55;980 €;Piso
1711;Esquerra Baixa de l´Eixample;2;1;58;1.450 €;Piso
1712;Esquerra Alta de l´Eixample;3;2;115;1.850 €;Piso
1713;Fort Pienc;3;2;90;1.450 €;Piso
1714;Sant Gervasi - Galvany;3;2;82;1.700 €;Piso
1715;Montbau;2;1;70;900 €;Piso
1716;Sagrada Família;3;2;95;2.000 €;Apartamento
1717;St. Pere - Sta. Caterina - El Born;;1;32;1.200 €;Piso
1718;Sant Gervasi - Bonanova;3;2;142;1.900 €;Ático
1719;Fort Pienc;2;1;58;1.420 €;Piso
1720;La Verneda - La Pau;3;1;85;970 €;Piso
1721;Dreta de l´Eixample;4;2;130;2.400 €;Piso
1722;Baix Guinardó;2;1;78;975 €;Piso
1723;Sant Gervasi - Bonanova;4;2;135;2.500 €;Ático
1724;Raval;;1;45;950 €;Piso
1725;Dreta de l´Eixample;;1;57;1.225 €;Piso
1726;Barceloneta;;1;43;850 €;Loft
1727;Sants;2;1;50;1.150 €;Piso
1728;Sagrada Família;3;2;95;2.000 €;Apartamento
1729;Sagrada Família;3;1;72;1.200 €;Piso
1730;Esquerra Baixa de l´Eixample;3;1;84;1.200 €;Piso
1731;Esquerra Alta de l´Eixample;3;2;81;1.290 €;Piso
1732;St. Pere - Sta. Caterina - El Born;;1;50;980 €;Piso
1733;Sant Gervasi - Galvany;2;1;80;1.900 €;Ático
1734;Sant Gervasi - Galvany;5;3;220;3.900 €;Ático
1735;Sant Antoni;;1;42;875 €;Piso
1736;Camp de l´Arpa;3;2;102;1.500 €;Piso
1737;Tres Torres;5;3;170;3.300 €;Piso
1738;Sant Gervasi - Galvany;3;3;136;1.850 €;Piso
1739;Sant Gervasi - Galvany;4;2;151;2.150 €;Piso
1740;Baix Guinardó;4;1;89;995 €;Piso
1741;Camp d´en Grassot - Gràcia N.;3;1;70;900 €;Apartamento
1742;Sant Genís dels Agudells;4;4;210;2.310 €;Casa
1743;Raval;;1;100;1.300 €;Loft
1744;Esquerra Baixa de l´Eixample;;1;50;1.175 €;Piso
1745;Esquerra Baixa de l´Eixample;;1;50;1.190 €;Piso
1746;Sant Antoni;3;1;75;1.100 €;Piso
1747;St. Pere - Sta. Caterina - El Born;;1;63;1.500 €;Ático
1748;Sant Gervasi - Galvany;3;2;133;3.500 €;Piso
1749;Tres Torres;6;5;295;5.000 €;Ático
1750;Sagrada Família;3;2;118;1.750 €;Ático
1751;Pedralbes;5;3;177;2.900 €;Piso
1752;Dreta de l´Eixample;3;1;77;1.900 €;Piso
1753;Gòtic;;2;133;2.500 €;Apartamento
1754;Dreta de l´Eixample;;1;60;1.195 €;Piso
1755;Sant Gervasi - Galvany;2;1;56;1.375 €;Piso
1756;Sant Gervasi - Bonanova;5;4;220;3.200 €;Piso
1757;Camp d´en Grassot - Gràcia N.;3;1;62;950 €;Piso
1758;Sant Antoni;2;1;84;1.100 €;Piso
1759;Gòtic;4;4;85;1.750 €;Piso
1760;Sagrada Família;2;2;77;1.550 €;Piso
1761;La Sagrera;3;1;63;1.000 €;Piso
1762;Barceloneta;2;1;60;1.350 €;Apartamento
1763;Putget - Farró;3;2;99;1.100 €;Piso
1764;Sant Gervasi - Galvany;3;2;125;1.650 €;Piso
1765;Fort Pienc;2;1;54;1.230 €;Piso
1766;Gòtic;;1;72;1.386 €;Piso
1767;Gòtic;2;2;75;1.400 €;Apartamento
1768;Les Corts;4;2;74;1.390 €;Piso
1769;Gòtic;2;2;85;1.300 €;Piso
1770;Dreta de l´Eixample;2;2;75;1.500 €;Piso
1771;Raval;2;2;95;2.400 €;Piso
1772;Les Corts;2;1;84;1.375 €;Piso
1773;Sant Gervasi - Galvany;8;3;162;2.200 €;Apartamento
1774;Vila de Gràcia;4;1;75;1.280 €;Piso
1775;Glòries El Parc;3;1;70;1.000 €;Piso
1776;Diagonal Mar - La Mar Bella;3;2;116;2.900 €;Piso
1777;Sant Gervasi - Bonanova;5;2;220;2.800 €;Piso
1778;Dreta de l´Eixample;3;2;170;3.000 €;Piso
1779;Sant Gervasi - Bonanova;;1;50;1.000 €;Piso
1780;Vila de Gràcia;;1;55;980 €;Dúplex
1781;Dreta de l´Eixample;4;;108;2.950 €;Piso
1782;Esquerra Baixa de l´Eixample;4;2;126;1.650 €;Piso
1783;Putget - Farró;4;2;100;1.500 €;Piso
1784;Esquerra Baixa de l´Eixample;2;2;95;1.590 €;Piso
1785;Sant Gervasi - Bonanova;3;2;115;3.143 €;Piso
1786;Dreta de l´Eixample;2;1;54;1.700 €;Piso
1787;Esquerra Alta de l´Eixample;3;3;132;2.900 €;Dúplex
1788;Sant Gervasi - Galvany;5;5;286;5.390 €;Piso
1789;Esquerra Alta de l´Eixample;3;1;65;900 €;Piso
1790;Pedralbes;2;2;70;1.650 €;Piso
1791;Diagonal Mar - La Mar Bella;3;2;120;3.500 €;Piso
1792;St. Pere - Sta. Caterina - El Born;;1;60;1.000 €;Piso
1793;Sant Gervasi - Galvany;3;2;133;3.600 €;Piso
1794;Dreta de l´Eixample;;1;70;1.550 €;Piso
1795;Pedralbes;5;2;170;3.000 €;Piso
1796;Putget - Farró;2;1;70;1.150 €;Piso
1797;Raval;2;;45;975 €;Piso
1798;Esquerra Baixa de l´Eixample;;1;75;1.700 €;Loft
1799;Raval;;1;100;1.250 €;Piso
1800;Badal;2;2;80;1.200 €;Piso
1801;Pedralbes;3;2;96;1.100 €;Piso
1802;St. Pere - Sta. Caterina - El Born;2;1;80;1.300 €;Ático
1803;Sant Gervasi - Galvany;3;3;145;1.960 €;Ático
1804;Esquerra Baixa de l´Eixample;;1;75;1.700 €;Loft
1805;Raval;;1;100;1.250 €;Piso
1806;Sant Gervasi - Bonanova;3;2;101;1.600 €;Piso
1807;Camp d´en Grassot - Gràcia N.;2;1;67;1.225 €;Piso
1808;Putget - Farró;2;1;67;1.450 €;Piso
1809;Dreta de l´Eixample;3;;152;2.500 €;Piso
1810;Can Baró;5;3;200;1.800 €;Casa
1811;Barceloneta;2;1;50;850 €;Apartamento
1812;Esquerra Baixa de l´Eixample;4;2;95;1.610 €;Piso
1813;Les Corts;3;2;108;1.700 €;Piso
1814;Vila de Gràcia;;1;41;850 €;Piso
1815;Raval;2;1;55;1.400 €;Piso
1816;Sant Gervasi - Galvany;;2;45;950 €;Piso
1817;Gòtic;;1;50;995 €;Piso
1818;St. Pere - Sta. Caterina - El Born;;1;42;1.050 €;Piso
1819;Dreta de l´Eixample;2;2;65;1.900 €;Piso
1820;Poblenou;3;2;90;1.200 €;Piso
1821;Sant Gervasi - Bonanova;2;2;50;1.000 €;Planta
1822;Vila de Gràcia;4;3;162;2.200 €;Piso
1823;Sants;2;1;63;1.000 €;Piso
1824;Sants;;2;70;1.250 €;Estudio
1825;Barceloneta;2;1;60;1.350 €;Apartamento
1826;Baix Guinardó;3;1;51;800 €;Piso
1827;Putget - Farró;3;2;100;1.975 €;Piso
1828;Sant Gervasi - Galvany;2;1;82;1.100 €;Apartamento
1829;Camp d´en Grassot - Gràcia N.;3;2;84;1.000 €;Piso
1830;Esquerra Alta de l´Eixample;;1;75;950 €;Ático
1831;Gòtic;3;2;121;2.400 €;Apartamento
1832;Esquerra Baixa de l´Eixample;3;2;137;1.950 €;Piso
1833;Sant Gervasi - Galvany;2;1;82;1.100 €;Apartamento
1834;Sant Gervasi - Galvany;3;2;100;1.275 €;Piso
1835;Esquerra Alta de l´Eixample;2;2;67;1.250 €;Piso
1836;Dreta de l´Eixample;3;2;121;3.800 €;Piso
1837;Pedralbes;4;3;200;2.500 €;Piso
1838;Esquerra Alta de l´Eixample;3;2;110;1.475 €;Piso
1839;Roquetes;3;1;70;800 €;Piso
1840;Esquerra Alta de l´Eixample;2;1;65;1.000 €;Piso
1841;Esquerra Alta de l´Eixample;3;2;115;2.150 €;Apartamento
1842;Sant Gervasi - Galvany;3;2;120;2.280 €;Piso
1843;Dreta de l´Eixample;2;2;90;1.600 €;Piso
1844;Raval;3;1;80;1.900 €;Piso
1845;Dreta de l´Eixample;2;2;102;2.000 €;Piso
1846;Sant Gervasi - Galvany;2;1;92;1.400 €;Piso
1847;Gòtic;3;2;102;1.755 €;Apartamento
1848;Gòtic;2;1;55;1.100 €;Apartamento
1849;Sant Gervasi - Galvany;;1;65;850 €;Apartamento
1850;Sarrià;2;1;85;1.280 €;Piso
1851;Verdun;2;1;60;725 €;Piso
1852;Fort Pienc;2;1;59;1.465 €;Piso
1853;Fort Pienc;2;1;53;1.335 €;Piso
1854;Vallvidrera - Tibidabo - Les Planes;4;2;140;1.650 €;Piso
1855;Raval;2;2;95;1.950 €;Piso
1856;Sant Gervasi - Bonanova;2;2;850;13.950 €;Torre
1857;Les Corts;2;2;65;1.350 €;Piso
1858;Barceloneta;;1;35;995 €;Piso
1859;Vila de Gràcia;3;1;72;1.050 €;Piso
1860;Dreta de l´Eixample;3;2;100;2.450 €;Apartamento
1861;Sant Antoni;4;1;90;1.400 €;Piso
1862;Dreta de l´Eixample;2;2;80;1.680 €;Piso
1863;Les Corts;5;3;151;1.800 €;Piso
1864;Fort Pienc;2;1;53;1.230 €;Piso
1865;Esquerra Alta de l´Eixample;2;1;55;1.090 €;Piso
1866;Taxonera;;1;60;900 €;Piso
1867;Dreta de l´Eixample;3;3;180;3.500 €;Piso
1868;Gòtic;2;1;71;950 €;Apartamento
1869;Raval;;2;40;695 €;Piso
1870;Vila de Gràcia;2;2;128;2.200 €;Piso
1871;Fort Pienc;4;3;130;2.150 €;Piso
1872;Sagrada Família;2;1;75;1.300 €;Ático
1873;Poblenou;;;60;1.200 €;Piso
1874;Dreta de l´Eixample;;1;55;2.000 €;Piso
1875;Sant Antoni;2;2;66;1.200 €;Piso
1876;Sants;4;2;80;1.300 €;Piso
1877;Sant Ramon - Maternitat;3;1;78;1.250 €;Piso
1878;Camp de l´Arpa;2;1;70;1.050 €;Piso
1879;Sant Gervasi - Galvany;3;3;187;2.700 €;Piso
1880;Fort Pienc;2;1;58;1.280 €;Piso
1881;Vila de Gràcia;3;1;60;950 €;Piso
1882;Dreta de l´Eixample;3;2;100;2.100 €;Ático
1883;Dreta de l´Eixample;2;1;70;1.600 €;Piso
1884;Esquerra Alta de l´Eixample;2;1;70;1.200 €;Piso
1885;Raval;;1;49;895 €;Piso
1886;Raval;;1;45;950 €;Piso
1887;St. Pere - Sta. Caterina - El Born;;1;42;1.050 €;Piso
1888;Dreta de l´Eixample;3;2;197;3.800 €;Piso
1889;Sant Gervasi - Galvany;3;1;65;1.300 €;Piso
1890;Hostafrancs;3;2;120;1.800 €;Piso
1891;Camp d´en Grassot - Gràcia N.;;1;65;1.000 €;Piso
1892;Baix Guinardó;;1;40;900 €;Piso
1893;Dreta de l´Eixample;;1;80;2.100 €;Ático
1894;Barceloneta;;1;30;990 €;Apartamento
1895;Gòtic;2;2;105;1.400 €;Piso
1896;Vila de Gràcia;2;2;78;1.150 €;Piso
1897;Sant Antoni;2;3;135;2.490 €;Piso
1898;Diagonal Mar - La Mar Bella;;1;60;1.300 €;Piso
1899;Dreta de l´Eixample;2;1;75;1.290 €;Piso
1900;Dreta de l´Eixample;3;2;130;2.400 €;Piso
1901;Esquerra Alta de l´Eixample;4;2;115;1.800 €;Piso
1902;Raval;4;4;115;2.100 €;Piso
1903;Diagonal Mar - La Mar Bella;3;2;83;1.400 €;Piso
1904;Sants;2;1;40;800 €;Ático
1905;Raval;;2;60;1.200 €;Apartamento
1906;Raval;2;2;80;2.400 €;Piso
1907;St. Pere - Sta. Caterina - El Born;2;2;88;1.600 €;Piso
1908;Les Corts;2;2;95;1.575 €;Piso
1909;Camp d´en Grassot - Gràcia N.;2;2;80;1.700 €;Piso
1910;Gòtic;3;1;60;1.100 €;Apartamento
1911;Sant Gervasi - Galvany;5;2;200;2.995 €;Piso
1912;Camp de l´Arpa;3;1;93;1.200 €;Ático
1913;Badal;3;2;92;1.350 €;Piso
1914;Gòtic;;1;50;890 €;Piso
1915;Sant Gervasi - Galvany;3;2;110;1.600 €;Piso
1916;Poble Sec;2;1;52;1.100 €;Apartamento
1917;Dreta de l´Eixample;;1;70;1.600 €;Piso
1918;Putget - Farró;2;1;62;1.050 €;Ático
1919;Sant Gervasi - Bonanova;;1;49;850 €;Estudio
1920;Gòtic;3;2;90;1.600 €;Piso
1921;St. Pere - Sta. Caterina - El Born;2;2;80;1.000 €;Piso
1922;Sant Gervasi - Bonanova;;1;45;850 €;Piso
1923;Sant Gervasi - Galvany;3;2;150;3.200 €;Piso
1924;Dreta de l´Eixample;3;2;115;2.300 €;Piso
1925;Besòs - Maresme;4;3;175;8.000 €;Dúplex
1926;Dreta de l´Eixample;3;3;195;5.000 €;Dúplex
1927;Esquerra Alta de l´Eixample;;1;70;1.300 €;Piso
1928;Esquerra Alta de l´Eixample;2;2;68;1.250 €;Piso
1929;Putget - Farró;;1;50;1.100 €;Piso
1930;Sant Gervasi - Galvany;2;2;75;1.400 €;Piso
1931;Esquerra Alta de l´Eixample;3;1;100;975 €;Piso
1932;Sarrià;6;3;260;3.900 €;Ático
1933;Raval;2;2;81;1.000 €;Estudio
1934;Gòtic;3;4;326;8.000 €;Piso
1935;La Marina-Montjuïc;4;2;106;1.300 €;Piso
1936;Esquerra Alta de l´Eixample;3;2;155;2.050 €;Piso
1937;Vallcarca - Penitents;3;2;95;1.100 €;Piso
1938;Poble Sec;3;2;82;1.300 €;Piso
1939;Diagonal Mar - La Mar Bella;3;2;216;6.000 €;Piso
1940;Guinardó;3;1;70;950 €;Piso
1941;Hostafrancs;;1;30;700 €;Piso
1942;Gòtic;5;3;220;2.300 €;Piso
1943;Sant Andreu;2;1;60;800 €;Piso
1944;Dreta de l´Eixample;;1;62;2.100 €;Apartamento
1945;Sants;2;2;75;1.360 €;Apartamento
1946;Sant Gervasi - Bonanova;4;2;140;1.850 €;Piso
1947;Dreta de l´Eixample;;1;70;1.100 €;Piso
1948;Camp d´en Grassot - Gràcia N.;3;1;100;1.480 €;Apartamento
1949;Diagonal Mar - La Mar Bella;4;2;135;4.500 €;Apartamento
1950;Esquerra Alta de l´Eixample;4;2;118;1.700 €;Piso
1951;Vallcarca - Penitents;3;2;96;1.100 €;Piso
1952;Vallcarca - Penitents;3;1;90;2.400 €;Piso
1953;Esquerra Baixa de l´Eixample;3;1;86;1.100 €;Apartamento
1954;Sant Gervasi - Galvany;4;2;188;2.200 €;Piso
1955;Les Corts;3;2;80;1.050 €;Piso
1956;Sant Gervasi - Bonanova;5;4;330;5.000 €;Piso
1957;Dreta de l´Eixample;2;2;110;1.700 €;Piso
1958;Raval;;1;60;1.330 €;Piso
1959;Glòries El Parc;;1;90;1.250 €;Piso
1960;Esquerra Alta de l´Eixample;3;2;115;2.250 €;Piso
1961;Sant Gervasi - Galvany;2;2;85;1.750 €;Ático
1962;Sant Andreu;2;1;55;850 €;Ático
1963;La Verneda - La Pau;4;2;103;1.100 €;Piso
1964;Putget - Farró;2;2;110;2.100 €;Piso
1965;Putget - Farró;2;2;110;2.100 €;Piso
1966;Putget - Farró;3;2;130;2.500 €;Piso
1967;Esquerra Alta de l´Eixample;2;1;50;950 €;Piso
1968;Sant Gervasi - Bonanova;3;2;130;2.200 €;Piso
1969;Pedralbes;4;2;165;2.350 €;Piso
1970;Putget - Farró;2;2;102;1.800 €;Piso
1971;Raval;3;2;75;1.500 €;Piso
1972;Sant Gervasi - Galvany;4;2;234;4.500 €;Piso
1973;Sagrada Família;2;2;74;1.100 €;Piso
1974;Dreta de l´Eixample;3;2;115;2.200 €;Piso
1975;Sant Gervasi - Galvany;3;2;135;1.750 €;Piso
1976;Sant Gervasi - Bonanova;2;2;110;2.489 €;Apartamento
1977;Tres Torres;5;3;240;3.500 €;Piso
1978;Les Corts;;1;42;1.000 €;Apartamento
1979;Dreta de l´Eixample;2;2;64;1.150 €;Piso
1980;Sant Gervasi - Bonanova;3;2;70;1.120 €;Piso
1981;Hostafrancs;2;1;75;825 €;Piso
1982;Raval;3;2;164;1.600 €;Piso
1983;Les Corts;2;3;110;1.400 €;Piso
1984;Raval;3;2;111;2.250 €;Piso
1985;Dreta de l´Eixample;2;1;63;1.600 €;Ático
1986;Dreta de l´Eixample;4;4;226;6.500 €;Piso
1987;Gòtic;;1;46;1.600 €;Apartamento
1988;Esquerra Alta de l´Eixample;3;2;140;2.900 €;Piso
1989;Dreta de l´Eixample;2;2;102;1.300 €;Piso
1990;St. Pere - Sta. Caterina - El Born;3;2;100;1.750 €;Piso
1991;Fort Pienc;2;1;59;1.330 €;Piso
1992;Sant Ramon - Maternitat;2;1;80;1.200 €;Piso
1993;Les Corts;4;2;136;2.350 €;Ático
1994;Sant Gervasi - Galvany;;1;65;950 €;Piso
1995;Esquerra Alta de l´Eixample;3;2;115;2.250 €;Piso
1996;Montbau;2;2;65;850 €;Piso
1997;St. Pere - Sta. Caterina - El Born;;1;45;850 €;Piso
1998;Dreta de l´Eixample;3;3;180;5.000 €;Piso
1999;Dreta de l´Eixample;3;3;197;3.800 €;Piso
